Date,Open,High,Low,Close,Volume
2020/1/16,330,336.5,330,334.5,55211420
2020/1/17,334,335.5,332,333,52060097
2020/1/20,334,335.5,333,333,32658203
2020/1/30,326,326,316.5,316.5,125451049
2020/1/31,323,323.5,319,320,62526055
2020/2/3,315,316.5,312,315,59560849
2020/2/4,336.5,337,325,325,51890496
2020/2/5,329,329.5,324.5,327.5,36601453
2020/2/6,329.5,332.5,329,332.5,29267094
2020/2/7,330,330.5,326,328,28798327
2020/2/10,321.5,328,321,327.5,30632424
2020/2/11,330.5,332.5,330,331.5,27524935
2020/2/12,333.5,336,333,335,37612639
2020/2/13,338,338,335,335,22757021
2020/2/14,337,337,334.5,335,16933683
2020/2/17,331.5,333,330.5,331.5,15937079
2020/2/18,324.5,326.5,322,322,61825604
2020/2/19,322.5,327,322,326.5,38781218
2020/2/20,328,329,325,325.5,27011736
2020/2/21,325.5,326.5,323,325,22813534
2020/2/24,319.5,321.5,319.5,320,41693680
2020/2/25,320,323.5,317.5,322,36195011
2020/2/26,317,320.5,316.5,318.5,60479362
2020/2/27,319,320,315,316,61250927
2020/3/2,308,317,308,311,79912942
2020/3/3,318.5,320,316,317.5,49679411
2020/3/4,322,322,317,320.5,42941146
2020/3/5,325,326,323,323,37861525
2020/3/6,320,320.5,315,315,51546760
2020/3/9,307.5,310,305.5,305.5,87871277
2020/3/10,301.5,309,301,307,71950130
2020/3/11,309,310.5,302,302,62216710
2020/3/12,299,299,287,294,113527351
2020/3/13,275,294,272.5,290,149995148
2020/3/16,285,291,275.5,276.5,103873228
2020/3/17,265,276.5,265,268,121323651
2020/3/18,269.5,272.5,260,260,117437643
2020/3/19,252,253,235.5,248,160811697
2020/3/20,258.5,270,256,270,157664726
2020/3/23,257,262.5,252,255,76466709
2020/3/24,268,274,266,267.5,81952933
2020/3/25,276.5,280,274,277,79447199
2020/3/26,279.5,280,275.5,280,52845633
2020/3/27,284,286,273,273,68752306
2020/3/30,263.5,269,262.5,267.5,49159956
2020/3/31,273,274,269.5,274,48837923
2020/4/1,276.5,276.5,271.5,271.5,44515034
2020/4/6,273,275.5,270,275.5,56392754
2020/4/7,283.5,284,280.5,283,48787346
2020/4/8,285,285.5,283,285,37912826
2020/4/9,287.5,288,282.5,283,27620430
2020/4/10,280,282,279,279.5,27252858
2020/4/13,278.5,281.5,278.5,278.5,22196596
2020/4/14,281,285.5,280,285,48809688
2020/4/15,287,288.5,286,287.5,55216434
2020/4/16,283,288.5,283,286.5,47815280
2020/4/17,303.5,308.5,300.5,306.5,116368201
2020/4/20,308,309,302.5,304,41381669
2020/4/21,300.5,301.5,293.5,295,61479357
2020/4/22,294.5,295,290.5,294,42192580
2020/4/23,300,300,294,295.5,39474478
2020/4/24,295.5,297,294,294,26008090
2020/4/27,298,298.5,296,298,38493406
2020/4/28,298.5,298.5,294.5,296.5,37395165
2020/4/29,299,301.5,298,299,44059301
2020/4/30,302,305,301.5,304.5,55126085
